"tick","Remaining Humans","Remaining Zombies"
1.0,50,5
2.0,50,5
3.0,50,5
4.0,50,5
5.0,48,7
6.0,48,7
7.0,48,7
8.0,47,8
9.0,47,8
10.0,47,8
11.0,46,9
12.0,46,9
13.0,45,10
14.0,45,10
15.0,45,10
16.0,45,10
17.0,45,10
18.0,44,11
19.0,43,12
20.0,42,13
21.0,42,13
22.0,40,15
23.0,40,15
24.0,39,16
25.0,38,17
26.0,38,17
27.0,38,17
28.0,38,17
29.0,38,17
30.0,38,17
31.0,37,18
32.0,37,18
33.0,36,19
34.0,36,19
35.0,36,19
36.0,36,19
37.0,36,19
38.0,34,21
39.0,33,22
40.0,33,22
41.0,33,22
